ccd_code,missing_from_set1,missing_from_set2,missing_from_both
A1EG9,N,Y,N
A1EGA,N,Y,N
A1EGB,N,Y,N
A1EGD,N,Y,N
A1EGE,N,Y,N
A1EGF,N,Y,N
A1EGG,N,Y,N
A1EGH,N,Y,N
A1EGK,N,Y,N
A1EGL,N,Y,N
A1EGN,N,Y,N
A1EGP,N,Y,N
A1EGQ,N,Y,N
A1EGR,N,Y,N
A1EGS,N,Y,N
A1EGT,N,Y,N
A1EGV,N,Y,N
A1EGW,N,Y,N
A1EGX,N,Y,N
A1EGY,N,Y,N
A1EH0,N,Y,N
A1EH2,N,Y,N
A1EH7,N,Y,N
A1EHA,N,Y,N
A1EHB,N,Y,N
A1EHC,N,Y,N
A1EHD,N,Y,N
A1EHE,N,Y,N
A1EHF,N,Y,N
A1EHG,N,Y,N
A1EHH,N,Y,N
A1EHL,N,Y,N
A1EHM,N,Y,N
A1EHN,N,Y,N
A1EHO,N,Y,N
A1EHP,N,Y,N
A1EHQ,N,Y,N
A1EHR,N,Y,N
A1EHT,N,Y,N
A1EHU,N,Y,N
A1EHX,N,Y,N
A1EHY,N,Y,N
A1EI0,N,Y,N
A1EI1,N,Y,N
A1EI4,N,Y,N
A1EI5,N,Y,N
A1EI6,N,Y,N
A1EIC,N,Y,N
A1EIE,N,Y,N
A1EIH,N,Y,N
A1EIK,N,Y,N
A1EIL,N,Y,N
A1EIM,N,Y,N
A1EIQ,N,Y,N
A1EIU,N,Y,N
A1EIV,N,Y,N
A1EIY,N,Y,N
A1EIZ,N,Y,N
A1EJ0,N,Y,N
A1EJ1,N,Y,N
A1EJ2,N,Y,N
A1EJ3,N,Y,N
A1EJ4,N,Y,N
A1EJ6,N,Y,N
A1EJ7,N,Y,N
A1EJ8,N,Y,N
A1EJ9,N,Y,N
A1EJB,N,Y,N
A1EJC,N,Y,N
A1EJD,N,Y,N
A1EJE,N,Y,N
A1EJI,N,Y,N
A1EJJ,N,Y,N
A1EJM,N,Y,N
A1EJN,N,Y,N
A1EJO,N,Y,N
A1EJP,N,Y,N
A1EJR,N,Y,N
A1EJS,N,Y,N
A1EJT,N,Y,N
A1EJU,N,Y,N
A1EJV,N,Y,N
A1EJW,N,Y,N
A1EJX,N,Y,N
A1EJZ,N,Y,N
A1EK0,N,Y,N
A1EKA,N,Y,N
A1EKB,N,Y,N
A1EKC,N,Y,N
A1EKD,N,Y,N
A1EKN,N,Y,N
A1EKO,N,Y,N
A1EKQ,N,Y,N
A1EKR,N,Y,N
A1EKS,N,Y,N
A1EKV,N,Y,N
A1EKX,N,Y,N
A1EKY,N,Y,N
A1EKZ,N,Y,N
A1EL0,N,Y,N
A1EL1,N,Y,N
A1EL2,N,Y,N
A1EL3,N,Y,N
A1EL6,N,Y,N
A1EL9,N,Y,N
A1ELC,N,Y,N
A1ELD,N,Y,N
A1ELE,N,Y,N
A1ELF,N,Y,N
A1ELG,N,Y,N
A1ELH,N,Y,N
A1ELJ,N,Y,N
A1ELK,N,Y,N
A1ELW,N,Y,N
A1ELZ,N,Y,N
A1EM1,N,Y,N
A1EM2,N,Y,N
A1EM3,N,Y,N
A1EM4,N,Y,N
A1EMC,N,Y,N
A1EMD,N,Y,N
A1EMH,N,Y,N
A1EMI,N,Y,N
A1EML,N,Y,N
A1EMM,N,Y,N
A1EMN,N,Y,N
A1EMO,N,Y,N
A1EMP,N,Y,N
A1EMR,N,Y,N
A1EMT,N,Y,N
A1EMU,N,Y,N
A1EMV,N,Y,N
A1EMX,N,Y,N
A1EN3,N,Y,N
A1EN5,N,Y,N
A1EN6,N,Y,N
A1ENR,N,Y,N
A1ENS,N,Y,N
A1ENT,N,Y,N
A1EO9,N,Y,N
A1EOA,N,Y,N
A1EOE,N,Y,N
A1EOF,N,Y,N
A1EOR,N,Y,N
A1EPE,N,Y,N
A1EPF,N,Y,N
A1EPQ,N,Y,N
A1EPR,N,Y,N
A1EPS,N,Y,N
A1EPT,N,Y,N
A1EPX,N,Y,N
A1EPZ,N,Y,N
A1EQ3,N,Y,N
A1EQ8,N,Y,N
A1EQF,N,Y,N
A1EQH,N,Y,N
A1EQI,N,Y,N
A1EQJ,N,Y,N
A1EQR,N,Y,N
A1EQV,N,Y,N
A1EQX,N,Y,N
A1ER2,N,Y,N
A1ER5,N,Y,N
A1ER6,N,Y,N
A1ERR,N,Y,N
A1ERS,N,Y,N
A1ERZ,N,Y,N
A1ES2,N,Y,N
A1ES3,N,Y,N
A1ES4,N,Y,N
A1ESA,N,Y,N
A1ESC,N,Y,N
A1ESD,N,Y,N
A1ESE,N,Y,N
A1ESQ,N,Y,N
A1ETD,N,Y,N
A1ETE,N,Y,N
A1ETK,N,Y,N
A1ETL,N,Y,N
A1EUP,N,Y,N
A1EVL,N,Y,N
A1EW5,N,Y,N
A1EWS,N,Y,N
A1EWW,N,Y,N
A1EY2,N,Y,N
A1EY3,N,Y,N
A1EY4,N,Y,N
A1EY5,N,Y,N
A1EY6,N,Y,N
A1EZ0,N,Y,N
A1H00,N,Y,N
A1H01,N,Y,N
A1H02,N,Y,N
A1H03,N,Y,N
A1H04,N,Y,N
A1H05,N,Y,N
A1H07,N,Y,N
A1H09,N,Y,N
A1H0A,N,Y,N
A1H0B,N,Y,N
A1H0C,N,Y,N
A1H0D,N,Y,N
A1H0F,N,Y,N
A1H0G,N,Y,N
A1H0J,N,Y,N
A1H0K,N,Y,N
A1H0L,N,Y,N
A1H0M,N,Y,N
A1H0N,N,Y,N
A1H0P,N,Y,N
A1H0Q,N,Y,N
A1H0S,N,Y,N
A1H0T,N,Y,N
A1H0U,N,Y,N
A1H0V,N,Y,N
A1H0W,N,Y,N
A1H0Z,N,Y,N
A1H10,N,Y,N
A1H11,N,Y,N
A1H13,N,Y,N
A1H14,N,Y,N
A1H15,N,Y,N
A1H16,N,Y,N
A1H17,N,Y,N
A1H18,N,Y,N
A1H19,N,Y,N
A1H1A,N,Y,N
A1H1B,N,Y,N
A1H1F,N,Y,N
A1H1H,N,Y,N
A1H1I,N,Y,N
A1H1J,N,Y,N
A1H1K,N,Y,N
A1H1M,N,Y,N
A1H1O,N,Y,N
A1H1P,N,Y,N
A1H1Q,N,Y,N
A1H1R,N,Y,N
A1H1S,N,Y,N
A1H1T,N,Y,N
A1H1U,N,Y,N
A1H1V,N,Y,N
A1H1W,N,Y,N
A1H1X,N,Y,N
A1H1Y,N,Y,N
A1H1Z,N,Y,N
A1H20,N,Y,N
A1H22,N,Y,N
A1H23,N,Y,N
A1H27,N,Y,N
A1H28,N,Y,N
A1H29,N,Y,N
A1H2A,N,Y,N
A1H2C,N,Y,N
A1H2D,N,Y,N
A1H2E,N,Y,N
A1H2F,N,Y,N
A1H2H,N,Y,N
A1H2I,N,Y,N
A1H2J,N,Y,N
A1H2K,N,Y,N
A1H2L,N,Y,N
A1H2M,N,Y,N
A1H2N,N,Y,N
A1H2O,N,Y,N
A1H2P,N,Y,N
A1H2Q,N,Y,N
A1H2R,N,Y,N
A1H2S,N,Y,N
A1H2T,N,Y,N
A1H2U,N,Y,N
A1H2V,N,Y,N
A1H2W,N,Y,N
A1H2X,N,Y,N
A1H2Y,N,Y,N
A1H2Z,N,Y,N
A1H32,N,Y,N
A1H35,N,Y,N
A1H36,N,Y,N
A1H37,N,Y,N
A1H38,N,Y,N
A1H39,N,Y,N
A1H3A,N,Y,N
A1H3B,N,Y,N
A1H3C,N,Y,N
A1H3D,N,Y,N
A1H3E,N,Y,N
A1H3F,N,Y,N
A1H3G,N,Y,N
A1H3H,N,Y,N
A1H3I,N,Y,N
A1H3J,N,Y,N
A1H3K,N,Y,N
A1H3L,N,Y,N
A1H3M,N,Y,N
A1H3N,N,Y,N
A1H3O,N,Y,N
A1H3P,N,Y,N
A1H3Q,N,Y,N
A1H3R,N,Y,N
A1H3S,N,Y,N
A1H3T,N,Y,N
A1H3U,N,Y,N
A1H3V,N,Y,N
A1H3W,N,Y,N
A1H3X,N,Y,N
A1H3Y,N,Y,N
A1H3Z,N,Y,N
A1H40,N,Y,N
A1H41,N,Y,N
A1H42,N,Y,N
A1H43,N,Y,N
A1H44,N,Y,N
A1H45,N,Y,N
A1H46,N,Y,N
A1H47,N,Y,N
A1H48,N,Y,N
A1H49,N,Y,N
A1H4A,N,Y,N
A1H4B,N,Y,N
A1H4C,N,Y,N
A1H4D,N,Y,N
A1H4E,N,Y,N
A1H4F,N,Y,N
A1H4G,N,Y,N
A1H4H,N,Y,N
A1H4I,N,Y,N
A1H4J,N,Y,N
A1H4K,N,Y,N
A1H4L,N,Y,N
A1H4M,N,Y,N
A1H4N,N,Y,N
A1H4O,N,Y,N
A1H4P,N,Y,N
A1H4Q,N,Y,N
A1H4R,N,Y,N
A1H4S,N,Y,N
A1H4T,N,Y,N
A1H4U,N,Y,N
A1H4V,N,Y,N
A1H4W,N,Y,N
A1H4X,N,Y,N
A1H4Y,N,Y,N
A1H50,N,Y,N
A1H51,N,Y,N
A1H52,N,Y,N
A1H53,N,Y,N
A1H55,N,Y,N
A1H56,N,Y,N
A1H57,N,Y,N
A1H59,N,Y,N
A1H5A,N,Y,N
A1H5B,N,Y,N
A1H5C,N,Y,N
A1H5D,N,Y,N
A1H5E,N,Y,N
A1H5F,N,Y,N
A1H5G,N,Y,N
A1H5I,N,Y,N
A1H5J,N,Y,N
A1H5L,N,Y,N
A1H5M,N,Y,N
A1H5N,N,Y,N
A1H5P,N,Y,N
A1H5Q,N,Y,N
A1H5R,N,Y,N
A1H5T,N,Y,N
A1H5U,N,Y,N
A1H5V,N,Y,N
A1H5W,N,Y,N
A1H5X,N,Y,N
A1H5Y,N,Y,N
A1H5Z,N,Y,N
A1H60,N,Y,N
A1H61,N,Y,N
A1H62,N,Y,N
A1H63,N,Y,N
A1H64,N,Y,N
A1H65,N,Y,N
A1H66,N,Y,N
A1H67,N,Y,N
A1H68,N,Y,N
A1H69,N,Y,N
A1H6A,N,Y,N
A1H6C,N,Y,N
A1H6D,N,Y,N
A1H6E,N,Y,N
A1H6F,N,Y,N
A1H6G,N,Y,N
A1H6H,N,Y,N
A1H6I,N,Y,N
A1H6J,N,Y,N
A1H6K,N,Y,N
A1H6L,N,Y,N
A1H6M,N,Y,N
A1H6N,N,Y,N
A1H6O,N,Y,N
A1H6P,N,Y,N
A1H6R,N,Y,N
A1H6S,N,Y,N
A1H6T,N,Y,N
A1H6U,N,Y,N
A1H6V,N,Y,N
A1H6W,N,Y,N
A1H6X,N,Y,N
A1H6Y,N,Y,N
A1H6Z,N,Y,N
A1H70,N,Y,N
A1H71,N,Y,N
A1H72,N,Y,N
A1H73,N,Y,N
A1H74,N,Y,N
A1H75,N,Y,N
A1H76,N,Y,N
A1H77,N,Y,N
A1H78,N,Y,N
A1H79,N,Y,N
A1H7A,N,Y,N
A1H7B,N,Y,N
A1H7C,N,Y,N
A1H7D,N,Y,N
A1H7E,N,Y,N
A1H7F,N,Y,N
A1H7G,N,Y,N
A1H7I,N,Y,N
A1H7J,N,Y,N
A1H7K,N,Y,N
A1H7L,N,Y,N
A1H7N,N,Y,N
A1H7O,N,Y,N
A1H7Q,N,Y,N
A1H7R,N,Y,N
A1H7S,N,Y,N
A1H7T,N,Y,N
A1H7U,N,Y,N
A1H7V,N,Y,N
A1H7W,N,Y,N
A1H7X,N,Y,N
A1H7Y,N,Y,N
A1H7Z,N,Y,N
A1H80,N,Y,N
A1H81,N,Y,N
A1H83,N,Y,N
A1H84,N,Y,N
A1H87,N,Y,N
A1H88,N,Y,N
A1H89,N,Y,N
A1H8A,N,Y,N
A1H8B,N,Y,N
A1H8C,N,Y,N
A1H8F,N,Y,N
A1H8G,N,Y,N
A1H8H,N,Y,N
A1H8I,N,Y,N
A1H8J,N,Y,N
A1H8K,N,Y,N
A1H8M,N,Y,N
A1H8N,N,Y,N
A1H8P,N,Y,N
A1H8Q,N,Y,N
A1H8R,N,Y,N
A1H8S,N,Y,N
A1H8T,N,Y,N
A1H8U,N,Y,N
A1H8V,N,Y,N
A1H8W,N,Y,N
A1H8X,N,Y,N
A1H8Y,N,Y,N
A1H90,N,Y,N
A1H91,N,Y,N
A1H92,N,Y,N
A1H93,N,Y,N
A1H95,N,Y,N
A1H96,N,Y,N
A1H97,N,Y,N
A1H98,N,Y,N
A1H99,N,Y,N
A1H9A,N,Y,N
A1H9B,N,Y,N
A1H9C,N,Y,N
A1H9D,N,Y,N
A1H9E,N,Y,N
A1H9F,N,Y,N
A1H9H,N,Y,N
A1H9I,N,Y,N
A1H9K,N,Y,N
A1H9L,N,Y,N
A1H9M,N,Y,N
A1H9N,N,Y,N
A1H9O,N,Y,N
A1H9P,N,Y,N
A1H9Q,N,Y,N
A1H9R,N,Y,N
A1H9S,N,Y,N
A1H9T,N,Y,N
A1H9U,N,Y,N
A1H9V,N,Y,N
A1H9W,N,Y,N
A1H9X,N,Y,N
A1H9Y,N,Y,N
A1H9Z,N,Y,N
A1HZ2,N,Y,N
A1HZ3,N,Y,N
A1HZ4,N,Y,N
A1HZ5,N,Y,N
A1HZ6,N,Y,N
A1HZ7,N,Y,N
A1HZ9,N,Y,N
A1I00,N,Y,N
A1I01,N,Y,N
A1I02,N,Y,N
A1I03,N,Y,N
A1I08,N,Y,N
A1I0K,N,Y,N
A1I0M,N,Y,N
A1I0N,N,Y,N
A1I0O,N,Y,N
A1I0P,N,Y,N
A1I0Q,N,Y,N
A1I0R,N,Y,N
A1I0S,N,Y,N
A1I0T,N,Y,N
A1I0U,N,Y,N
A1I0V,N,Y,N
A1I0W,N,Y,N
A1I0X,N,Y,N
A1I0Y,N,Y,N
A1I0Z,N,Y,N
A1I15,N,Y,N
A1I16,N,Y,N
A1I1B,N,Y,N
A1I1C,N,Y,N
A1I1D,N,Y,N
A1I1E,N,Y,N
A1I1G,N,Y,N
A1I1M,N,Y,N
A1I1O,N,Y,N
A1I1P,N,Y,N
A1I1R,N,Y,N
A1I1T,N,Y,N
A1I1U,N,Y,N
A1I1V,N,Y,N
A1I1W,N,Y,N
A1I1Y,N,Y,N
A1I1Z,N,Y,N
A1I2I,N,Y,N
A1I3U,N,Y,N
A1I3V,N,Y,N
A1I41,N,Y,N
A1I43,N,Y,N
A1I44,N,Y,N
A1I45,N,Y,N
A1I48,N,Y,N
A1I49,N,Y,N
A1I4D,N,Y,N
A1I4H,N,Y,N
A1I4O,N,Y,N
A1I4P,N,Y,N
A1I4Q,N,Y,N
A1I4R,N,Y,N
A1I4T,N,Y,N
A1I4U,N,Y,N
A1I4V,N,Y,N
A1I4W,N,Y,N
A1I4X,N,Y,N
A1I4Y,N,Y,N
A1I4Z,N,Y,N
A1I50,N,Y,N
A1I52,N,Y,N
A1I53,N,Y,N
A1I54,N,Y,N
A1I55,N,Y,N
A1I56,N,Y,N
A1I57,N,Y,N
A1I58,N,Y,N
A1I59,N,Y,N
A1I5A,N,Y,N
A1I5H,N,Y,N
A1I5P,N,Y,N
A1I5T,N,Y,N
A1I5U,N,Y,N
A1I5V,N,Y,N
A1I5X,N,Y,N
A1I5Y,N,Y,N
A1I5Z,N,Y,N
A1I60,N,Y,N
A1I61,N,Y,N
A1I62,N,Y,N
A1I67,N,Y,N
A1I6E,N,Y,N
A1I6H,N,Y,N
A1I6I,N,Y,N
A1I6J,N,Y,N
A1I6K,N,Y,N
A1I6V,N,Y,N
A1I6Z,N,Y,N
A1I70,N,Y,N
A1I71,N,Y,N
A1I76,N,Y,N
A1I7W,N,Y,N
A1I7Y,N,Y,N
A1I88,N,Y,N
A1I89,N,Y,N
A1I8D,N,Y,N
A1I8X,N,Y,N
A1I90,N,Y,N
A1I92,N,Y,N
A1I93,N,Y,N
A1I9A,N,Y,N
A1I9D,N,Y,N
A1I9E,N,Y,N
A1I9F,N,Y,N
A1I9G,N,Y,N
A1I9L,N,Y,N
A1I9M,N,Y,N
A1I9N,N,Y,N
A1I9O,N,Y,N
A1I9T,N,Y,N
A1I9U,N,Y,N
A1I9V,N,Y,N
A1I9Z,N,Y,N
A1IA0,N,Y,N
A1IA1,N,Y,N
A1IA2,N,Y,N
A1IA3,N,Y,N
A1IA4,N,Y,N
A1IA5,N,Y,N
A1IA6,N,Y,N
A1IA7,N,Y,N
A1IA8,N,Y,N
A1IAA,N,Y,N
A1IAB,N,Y,N
A1IAC,N,Y,N
A1IAD,N,Y,N
A1IAE,N,Y,N
A1IAF,N,Y,N
A1IAG,N,Y,N
A1IAH,N,Y,N
A1IAI,N,Y,N
A1IAJ,N,Y,N
A1IAK,N,Y,N
A1IAL,N,Y,N
A1IAM,N,Y,N
A1IAN,N,Y,N
A1IAO,N,Y,N
A1IAP,N,Y,N
A1IAQ,N,Y,N
A1IAR,N,Y,N
A1IAS,N,Y,N
A1IAT,N,Y,N
A1IAU,N,Y,N
A1IAV,N,Y,N
A1IAW,N,Y,N
A1IAX,N,Y,N
A1IAY,N,Y,N
A1IAZ,N,Y,N
A1IB0,N,Y,N
A1IB1,N,Y,N
A1IB2,N,Y,N
A1IB3,N,Y,N
A1IB4,N,Y,N
A1IB5,N,Y,N
A1IB6,N,Y,N
A1IB7,N,Y,N
A1IB8,N,Y,N
A1IB9,N,Y,N
A1IBA,N,Y,N
A1IBC,N,Y,N
A1IBD,N,Y,N
A1IBE,N,Y,N
A1IBG,N,Y,N
A1IBI,N,Y,N
A1IBJ,N,Y,N
A1IBK,N,Y,N
A1IBL,N,Y,N
A1IBM,N,Y,N
A1IBN,N,Y,N
A1IBO,N,Y,N
A1IBP,N,Y,N
A1IBQ,N,Y,N
A1IBR,N,Y,N
A1IBS,N,Y,N
A1IBT,N,Y,N
A1IBU,N,Y,N
A1IBV,N,Y,N
A1IBW,N,Y,N
A1IBX,N,Y,N
A1IBY,N,Y,N
A1IBZ,N,Y,N
A1IC0,N,Y,N
A1IC1,N,Y,N
A1IC3,N,Y,N
A1IC4,N,Y,N
A1IC5,N,Y,N
A1IC6,N,Y,N
A1IC7,N,Y,N
A1IC8,N,Y,N
A1IC9,N,Y,N
A1ICA,N,Y,N
A1ICB,N,Y,N
A1ICC,N,Y,N
A1ICD,N,Y,N
A1ICE,N,Y,N
A1ICF,N,Y,N
A1ICG,N,Y,N
A1ICH,N,Y,N
A1ICJ,N,Y,N
A1ICK,N,Y,N
A1ICO,N,Y,N
A1ICP,N,Y,N
A1ICS,N,Y,N
A1ICT,N,Y,N
A1ICU,N,Y,N
A1ICV,N,Y,N
A1ICW,N,Y,N
A1ICX,N,Y,N
A1ID0,N,Y,N
A1ID2,N,Y,N
A1ID3,N,Y,N
A1ID5,N,Y,N
A1ID6,N,Y,N
A1ID8,N,Y,N
A1ID9,N,Y,N
A1IDA,N,Y,N
A1IDB,N,Y,N
A1IDC,N,Y,N
A1IDD,N,Y,N
A1IDE,N,Y,N
A1IDF,N,Y,N
A1IDG,N,Y,N
A1IDH,N,Y,N
A1IDI,N,Y,N
A1IDL,N,Y,N
A1IDM,N,Y,N
A1IDN,N,Y,N
A1IDO,N,Y,N
A1IDP,N,Y,N
A1IDQ,N,Y,N
A1IDR,N,Y,N
A1IDS,N,Y,N
A1IDT,N,Y,N
A1IDU,N,Y,N
A1IDV,N,Y,N
A1IDW,N,Y,N
A1IDX,N,Y,N
A1IDY,N,Y,N
A1IDZ,N,Y,N
A1IE0,N,Y,N
A1IE3,N,Y,N
A1IE4,N,Y,N
A1IE5,N,Y,N
A1IE9,N,Y,N
A1IEA,N,Y,N
A1IEC,N,Y,N
A1IED,N,Y,N
A1IEE,N,Y,N
A1IEF,N,Y,N
A1IEG,N,Y,N
A1IEH,N,Y,N
A1IEI,N,Y,N
A1IEJ,N,Y,N
A1IEL,N,Y,N
A1IEM,N,Y,N
A1IEN,N,Y,N
A1IEO,N,Y,N
A1IEP,N,Y,N
A1IER,N,Y,N
A1IET,N,Y,N
A1IEU,N,Y,N
A1IEV,N,Y,N
A1IEW,N,Y,N
A1IEX,N,Y,N
A1IEY,N,Y,N
A1IEZ,N,Y,N
A1IF1,N,Y,N
A1IF3,N,Y,N
A1IF4,N,Y,N
A1IF5,N,Y,N
A1IF6,N,Y,N
A1IF7,N,Y,N
A1IF8,N,Y,N
A1IF9,N,Y,N
A1IFA,N,Y,N
A1IFF,N,Y,N
A1IFH,N,Y,N
A1IFI,N,Y,N
A1IFK,N,Y,N
A1IFL,N,Y,N
A1IFN,N,Y,N
A1IFQ,N,Y,N
A1IFR,N,Y,N
A1IFS,N,Y,N
A1IFT,N,Y,N
A1IFX,N,Y,N
A1IFY,N,Y,N
A1IFZ,N,Y,N
A1IG0,N,Y,N
A1IG1,N,Y,N
A1IG2,N,Y,N
A1IG3,N,Y,N
A1IG4,N,Y,N
A1IG5,N,Y,N
A1IG6,N,Y,N
A1IG7,N,Y,N
A1IG8,N,Y,N
A1IGA,N,Y,N
A1IGB,N,Y,N
A1IGC,N,Y,N
A1IGD,N,Y,N
A1IGE,N,Y,N
A1IGF,N,Y,N
A1IGH,N,Y,N
A1IGI,N,Y,N
A1IGJ,N,Y,N
A1IGK,N,Y,N
A1IGL,N,Y,N
A1IGM,N,Y,N
A1IGN,N,Y,N
A1IGO,N,Y,N
A1IGP,N,Y,N
A1IGQ,N,Y,N
A1IGR,N,Y,N
A1IGS,N,Y,N
A1IGT,N,Y,N
A1IGV,N,Y,N
A1IGW,N,Y,N
A1IGX,N,Y,N
A1IGY,N,Y,N
A1IGZ,N,Y,N
A1IH0,N,Y,N
A1IH1,N,Y,N
A1IH2,N,Y,N
A1IH3,N,Y,N
A1IH4,N,Y,N
A1IH7,N,Y,N
A1IH8,N,Y,N
A1IH9,N,Y,N
A1IHA,N,Y,N
A1IHB,N,Y,N
A1IHC,N,Y,N
A1IHD,N,Y,N
A1IHE,N,Y,N
A1IHG,N,Y,N
A1IHH,N,Y,N
A1IHI,N,Y,N
A1IHJ,N,Y,N
A1IHK,N,Y,N
A1IHM,N,Y,N
A1IHN,N,Y,N
A1IHO,N,Y,N
A1IHP,N,Y,N
A1IHQ,N,Y,N
A1IHR,N,Y,N
A1IHS,N,Y,N
A1IHT,N,Y,N
A1IHU,N,Y,N
A1IHV,N,Y,N
A1IHW,N,Y,N
A1IHX,N,Y,N
A1IHZ,N,Y,N
A1II0,N,Y,N
A1II1,N,Y,N
A1II2,N,Y,N
A1II3,N,Y,N
A1II4,N,Y,N
A1II9,N,Y,N
A1IIA,N,Y,N
A1IIB,N,Y,N
A1IIC,N,Y,N
A1IID,N,Y,N
A1IIE,N,Y,N
A1IIF,N,Y,N
A1IIG,N,Y,N
A1IIH,N,Y,N
A1III,N,Y,N
A1IIK,N,Y,N
A1IIM,N,Y,N
A1IIN,N,Y,N
A1IIO,N,Y,N
A1IIQ,N,Y,N
A1IIR,N,Y,N
A1IIT,N,Y,N
A1IIU,N,Y,N
A1IIV,N,Y,N
A1IIW,N,Y,N
A1IIZ,N,Y,N
A1IJ0,N,Y,N
A1IJ1,N,Y,N
A1IJ2,N,Y,N
A1IJ3,N,Y,N
A1IJ4,N,Y,N
A1IJ5,N,Y,N
A1IJ7,N,Y,N
A1IJ8,N,Y,N
A1IJ9,N,Y,N
A1IJB,N,Y,N
A1IJC,N,Y,N
A1IJD,N,Y,N
A1IJE,N,Y,N
A1IJF,N,Y,N
A1IJH,N,Y,N
A1IJJ,N,Y,N
A1IJK,N,Y,N
A1IJL,N,Y,N
A1IJM,N,Y,N
A1IJO,N,Y,N
A1IJP,N,Y,N
A1IJQ,N,Y,N
A1IJS,N,Y,N
A1IJT,N,Y,N
A1IJV,N,Y,N
A1IJW,N,Y,N
A1IJX,N,Y,N
A1IJY,N,Y,N
A1IJZ,N,Y,N
A1IK0,N,Y,N
A1IK1,N,Y,N
A1IK2,N,Y,N
A1IK3,N,Y,N
A1IK5,N,Y,N
A1IK6,N,Y,N
A1IK7,N,Y,N
A1IK8,N,Y,N
A1IK9,N,Y,N
A1IKA,N,Y,N
A1IKB,N,Y,N
A1IKC,N,Y,N
A1IKD,N,Y,N
A1IKE,N,Y,N
A1IKF,N,Y,N
A1IKG,N,Y,N
A1IKH,N,Y,N
A1IKI,N,Y,N
A1IKJ,N,Y,N
A1IKK,N,Y,N
A1IKL,N,Y,N
A1IKM,N,Y,N
A1IKN,N,Y,N
A1IKP,N,Y,N
A1IKQ,N,Y,N
A1IKR,N,Y,N
A1IKS,N,Y,N
A1IKT,N,Y,N
A1IKU,N,Y,N
A1IKV,N,Y,N
A1IKW,N,Y,N
A1IKX,N,Y,N
A1IKY,N,Y,N
A1IKZ,N,Y,N
A1IL0,N,Y,N
A1IL1,N,Y,N
A1IL2,N,Y,N
A1IL3,N,Y,N
A1IL4,N,Y,N
A1IL5,N,Y,N
A1IL6,N,Y,N
A1IL7,N,Y,N
A1ILA,N,Y,N
A1ILE,N,Y,N
A1ILF,N,Y,N
A1ILG,N,Y,N
A1ILH,N,Y,N
A1ILO,N,Y,N
A1ILP,N,Y,N
A1ILQ,N,Y,N
A1ILR,N,Y,N
A1ILS,N,Y,N
A1ILT,N,Y,N
A1ILU,N,Y,N
A1ILV,N,Y,N
A1ILW,N,Y,N
A1ILX,N,Y,N
A1ILY,N,Y,N
A1ILZ,N,Y,N
A1IM0,N,Y,N
A1IM2,N,Y,N
A1IM3,N,Y,N
A1IM4,N,Y,N
A1IM7,N,Y,N
A1IM8,N,Y,N
A1IM9,N,Y,N
A1IMA,N,Y,N
A1IMB,N,Y,N
A1IMC,N,Y,N
A1IMD,N,Y,N
A1IME,N,Y,N
A1IMF,N,Y,N
A1IMI,N,Y,N
A1IMJ,N,Y,N
A1IMK,N,Y,N
A1IML,N,Y,N
A1IMM,N,Y,N
A1IMN,N,Y,N
A1IMO,N,Y,N
A1IMP,N,Y,N
A1IMS,N,Y,N
A1IMT,N,Y,N
A1IMU,N,Y,N
A1IMW,N,Y,N
A1IMX,N,Y,N
A1IMY,N,Y,N
A1IMZ,N,Y,N
A1IN0,N,Y,N
A1IN1,N,Y,N
A1IN2,N,Y,N
A1IN3,N,Y,N
A1IN4,N,Y,N
A1IN5,N,Y,N
A1IN6,N,Y,N
A1IN7,N,Y,N
A1IN8,N,Y,N
A1IN9,N,Y,N
A1INA,N,Y,N
A1IND,N,Y,N
A1INE,N,Y,N
A1INF,N,Y,N
A1ING,N,Y,N
A1INH,N,Y,N
A1INI,N,Y,N
A1INJ,N,Y,N
A1INK,N,Y,N
A1INL,N,Y,N
A1INM,N,Y,N
A1INN,N,Y,N
A1INO,N,Y,N
A1INP,N,Y,N
A1INQ,N,Y,N
A1INR,N,Y,N
A1INS,N,Y,N
A1INT,N,Y,N
A1INU,N,Y,N
A1INV,N,Y,N
A1INW,N,Y,N
A1INX,N,Y,N
A1INY,N,Y,N
A1INZ,N,Y,N
A1IO0,N,Y,N
A1IO1,N,Y,N
A1IO2,N,Y,N
A1IO3,N,Y,N
A1IO5,N,Y,N
A1IO6,N,Y,N
A1IO7,N,Y,N
A1IO8,N,Y,N
A1IO9,N,Y,N
A1IOA,N,Y,N
A1IOB,N,Y,N
A1IOC,N,Y,N
A1IOD,N,Y,N
A1IOE,N,Y,N
A1IOF,N,Y,N
A1IOG,N,Y,N
A1IOH,N,Y,N
A1IOI,N,Y,N
A1IOK,N,Y,N
A1IOL,N,Y,N
A1IOM,N,Y,N
A1ION,N,Y,N
A1IOO,N,Y,N
A1IOP,N,Y,N
A1IOQ,N,Y,N
A1IOR,N,Y,N
A1IOS,N,Y,N
A1IOV,N,Y,N
A1IOW,N,Y,N
A1IOX,N,Y,N
A1IOZ,N,Y,N
A1IP0,N,Y,N
A1IP1,N,Y,N
A1IP3,N,Y,N
A1IP4,N,Y,N
A1IP5,N,Y,N
A1IP6,N,Y,N
A1IP7,N,Y,N
A1IP8,N,Y,N
A1IP9,N,Y,N
A1IPA,N,Y,N
